Id,Nombres,Apellidos,Edad,Nota 1,% Nota 1,Nota 2,% Nota 2,Nota 3,% Nota 3,Nota 4,% Nota 4,Nota 5,% Nota 5
03796071857,Diego Pedro,Fernández Pérez,22,"3,1",10%,"2,6",20%,"3,6",30%,"4,9",20%,"2,8",20%
13595728678,Valentina,Gómez Hernández,22,"1,6",10%,2,20%,"0,5",30%,"2,3",20%,"3,1",20%
13461048423,Sofía Ana,Hernández López,24,2,10%,"3,7",20%,"0,6",30%,"2,4",20%,"4,5",20%
53893994455,Diego Carlos,Martínez Pérez,26,"0,5",10%,"1,7",20%,"3,7",30%,"0,8",20%,"2,5",20%
08163033184,Luis Ana,García Gómez,21,2,10%,"0,6",20%,"0,3",30%,"0,5",20%,"2,4",20%
97204304351,Valentina,Pérez Rodríguez,19,5,10%,"1,9",20%,"3,3",30%,"1,5",20%,"1,6",20%
16219349762,Diego Carlos,Rodríguez Rodríguez,27,"1,9",10%,"4,6",20%,"3,3",30%,"1,6",20%,"3,4",20%
05889055719,Diego Lucía,Pérez Fernández,27,"0,5",10%,"3,9",20%,"4,1",30%,"1,1",20%,"2,7",20%
19463175408,Sofía Carlos,González Rodríguez,20,"0,2",10%,"4,6",20%,1,30%,"0,2",20%,"4,6",20%
32169885056,Valentina,Pérez García,20,"1,7",10%,"3,4",20%,"2,3",30%,1,20%,"4,3",20%
43891547964,María,García Sánchez,22,"1,1",10%,"3,9",20%,"4,3",30%,1,20%,"0,7",20%
72714690407,Diego María,Gómez Fernández,22,0,10%,"2,2",20%,"1,5",30%,"0,6",20%,"0,1",20%
72643445015,Luis,Fernández González,22,"0,4",10%,"2,7",20%,3,30%,"0,9",20%,"2,4",20%
75359840149,Carlos,Sánchez González,28,"4,4",10%,"2,3",20%,"4,8",30%,"0,2",20%,"3,3",20%
79273962776,Pedro María,Pérez Martínez,21,"1,1",10%,"1,4",20%,"1,7",30%,"3,3",20%,"0,2",20%
27887407954,Luis Luis,Gómez Gómez,20,"0,2",10%,"4,7",20%,"4,2",30%,4,20%,"2,1",20%
10226683395,Juan Pedro,Rodríguez Martínez,27,"3,2",10%,"3,2",20%,"1,9",30%,3,20%,"3,1",20%
78140865338,Carlos,Rodríguez Rodríguez,19,"1,9",10%,"0,4",20%,"2,2",30%,"3,9",20%,"0,7",20%
84041541006,Juan,García Hernández,18,"1,5",10%,"1,2",20%,"3,3",30%,1,20%,"4,6",20%
10706262896,Valentina Juan,González Gómez,23,"0,9",10%,"4,7",20%,"2,2",30%,"0,6",20%,"4,5",20%
60722091867,Diego Ana,López Rodríguez,26,"2,3",10%,"1,2",20%,"2,8",30%,"3,8",20%,"2,9",20%
46945792109,María,Sánchez Gómez,27,"3,6",10%,"1,3",20%,"3,2",30%,"2,1",20%,"2,8",20%
56170444111,Lucía Juan,Sánchez Sánchez,28,"1,1",10%,"1,4",20%,"0,8",30%,"4,3",20%,"3,3",20%
01511204857,Pedro,Sánchez Fernández,28,"0,6",10%,"3,4",20%,3,30%,"2,3",20%,"1,1",20%
92871981541,Luis Valentina,Hernández García,22,"3,3",10%,4,20%,"3,5",30%,"4,4",20%,"2,2",20%
82310990656,Juan,Martínez Sánchez,19,"1,7",10%,3,20%,"1,5",30%,"1,6",20%,"3,9",20%
03809607493,Carlos Diego,Hernández Rodríguez,20,"0,1",10%,"2,1",20%,0,30%,"0,7",20%,"4,2",20%
67599398954,Carlos,González Gómez,24,"3,4",10%,"1,5",20%,5,30%,"3,8",20%,"1,4",20%
53017722983,Lucía,Pérez López,18,"2,6",10%,"1,9",20%,"1,6",30%,"3,9",20%,"0,9",20%
83104446017,Pedro Ana,Gómez Sánchez,19,"1,1",10%,"0,5",20%,"3,6",30%,"0,8",20%,"3,2",20%
13694636602,Ana Pedro,López Hernández,20,"4,1",10%,"3,9",20%,"4,3",30%,0,20%,"0,2",20%
56753959158,Luis Juan,González Rodríguez,21,"2,9",10%,"3,9",20%,"1,2",30%,"1,2",20%,"0,4",20%
00319529630,Pedro Lucía,Rodríguez López,24,"3,8",10%,"2,6",20%,"1,9",30%,5,20%,"3,6",20%
78932284273,Lucía,Hernández Fernández,28,"3,7",10%,"3,9",20%,"1,3",30%,"4,1",20%,"0,9",20%
33661829996,Carlos,Gómez López,23,"3,2",10%,"1,9",20%,"0,5",30%,"4,7",20%,"3,7",20%
67036964612,Pedro,Martínez Gómez,20,"2,7",10%,"3,3",20%,"0,3",30%,"2,9",20%,"0,4",20%
70046292113,Ana Lucía,González Hernández,24,"2,3",10%,"3,8",20%,"0,6",30%,"2,2",20%,5,20%
69572018999,Valentina Pedro,González Gómez,27,"3,6",10%,"1,8",20%,"1,2",30%,"1,8",20%,"3,7",20%
55656242038,Carlos,Fernández Fernández,18,5,10%,1,20%,"4,3",30%,"1,2",20%,"4,9",20%
97624443551,Juan Lucía,López Pérez,20,4,10%,"3,2",20%,"0,2",30%,"0,3",20%,"4,7",20%
40114627282,María,González Fernández,24,"4,6",10%,"1,5",20%,"0,4",30%,"4,2",20%,"2,5",20%
81537127163,Valentina Pedro,Hernández García,28,"1,6",10%,2,20%,"0,3",30%,5,20%,"0,7",20%
74135455261,Diego,Pérez González,18,"3,3",10%,"4,4",20%,"0,4",30%,"2,5",20%,"0,5",20%
08463221624,Pedro Valentina,García Sánchez,19,"0,5",10%,"3,9",20%,"0,6",30%,"3,1",20%,1,20%
00270619052,Sofía,Hernández Fernández,26,4,10%,"3,1",20%,"1,7",30%,"2,4",20%,"1,6",20%
62737983894,Pedro,González García,21,5,10%,"4,1",20%,"4,4",30%,"2,9",20%,"1,7",20%
25612462843,Sofía Valentina,López Hernández,24,2,10%,"1,5",20%,"3,7",30%,2,20%,0,20%
58180602741,Lucía,González Fernández,28,"3,5",10%,"2,7",20%,"1,9",30%,"4,8",20%,"3,8",20%
74618642965,Juan,Fernández Sánchez,23,"2,7",10%,"3,5",20%,"0,4",30%,4,20%,"3,5",20%
43461303301,Lucía,López Hernández,19,"1,6",10%,"4,7",20%,"3,2",30%,"1,1",20%,"4,5",20%
94358084060,María Sofía,Sánchez Hernández,19,"0,5",10%,"4,4",20%,"2,6",30%,"1,8",20%,"0,7",20%
85998450435,María,García Hernández,25,"0,2",10%,"0,3",20%,"1,5",30%,"1,6",20%,"2,2",20%
81958025983,Luis Ana,Pérez Sánchez,28,"3,6",10%,"3,7",20%,2,30%,"0,7",20%,"0,6",20%
82094449725,Diego Luis,González Gómez,20,"2,4",10%,"3,2",20%,1,30%,"1,1",20%,"2,8",20%
31038019375,Lucía Lucía,Hernández García,22,"0,7",10%,"2,9",20%,4,30%,"2,4",20%,"3,3",20%
38227747200,Juan Carlos,Hernández Hernández,24,"1,4",10%,"1,4",20%,2,30%,"4,2",20%,"1,6",20%
37807644655,Carlos,Rodríguez Fernández,21,"1,8",10%,"2,9",20%,"4,6",30%,"3,3",20%,"1,4",20%
93433983943,Juan,Fernández López,28,"2,9",10%,"1,6",20%,"3,6",30%,"0,1",20%,"3,2",20%
72947796875,Diego,Fernández Hernández,24,"1,9",10%,"1,3",20%,"3,7",30%,"4,6",20%,"4,4",20%
16565920301,Sofía,López Gómez,23,"1,6",10%,"1,3",20%,"0,2",30%,"2,6",20%,"0,3",20%
91803725834,Carlos,López Martínez,19,"4,3",10%,"1,6",20%,"2,6",30%,"3,1",20%,"0,2",20%
18910684316,Sofía,García Martínez,28,"2,4",10%,"1,8",20%,5,30%,"2,8",20%,"2,6",20%
11413170028,María,López López,21,1,10%,"1,4",20%,"2,1",30%,"0,7",20%,"3,3",20%
14543109399,Lucía María,Rodríguez Hernández,20,"0,1",10%,0,20%,"4,3",30%,"0,1",20%,"1,5",20%
42757618547,Juan,Sánchez Fernández,25,"1,4",10%,"3,2",20%,"2,2",30%,"0,9",20%,"1,5",20%
54569109981,Ana María,Sánchez García,18,"2,8",10%,"3,5",20%,"1,8",30%,"1,8",20%,"4,6",20%
25195955312,Diego Carlos,Rodríguez Gómez,22,"2,7",10%,"4,6",20%,"4,5",30%,4,20%,"1,2",20%
14295105432,Lucía,García Martínez,23,"2,4",10%,"2,7",20%,"2,1",30%,"0,8",20%,"2,5",20%
98068438197,Sofía,Sánchez Rodríguez,18,"2,2",10%,"1,6",20%,"2,4",30%,"1,7",20%,"0,7",20%
53855549719,Valentina,Martínez González,20,"4,3",10%,"2,3",20%,"1,6",30%,"0,2",20%,"1,9",20%
63463325300,Valentina Juan,Fernández Gómez,26,"3,1",10%,0,20%,"3,1",30%,"4,4",20%,"2,1",20%
10528176500,Luis Pedro,Hernández Martínez,21,"2,9",10%,"1,6",20%,"3,7",30%,"1,7",20%,"1,9",20%
85970853845,Valentina Sofía,Pérez García,27,3,10%,"4,7",20%,4,30%,2,20%,"2,1",20%
27499891584,Diego,Rodríguez Sánchez,27,3,10%,"4,9",20%,0,30%,"1,7",20%,"3,5",20%
93348631085,María,García Sánchez,19,2,10%,"2,3",20%,"0,2",30%,"0,2",20%,3,20%
64986925086,Valentina,Fernández Hernández,26,"0,2",10%,"2,1",20%,"4,8",30%,"2,3",20%,"4,2",20%
68838693540,Diego,López López,18,"1,5",10%,"1,4",20%,"4,7",30%,"1,7",20%,"2,2",20%
93805088936,Juan Valentina,Rodríguez Pérez,22,"3,1",10%,"3,9",20%,2,30%,"0,1",20%,"3,2",20%
84386706468,Juan,Rodríguez Pérez,21,3,10%,5,20%,"2,4",30%,"1,5",20%,"4,7",20%
86072086110,Pedro Sofía,García Rodríguez,19,"2,6",10%,"3,7",20%,"0,9",30%,"0,1",20%,"2,1",20%
83013157734,Luis Sofía,González García,26,"0,2",10%,"3,4",20%,"3,3",30%,"1,8",20%,"1,2",20%
61750740732,Luis,Gómez Rodríguez,26,"4,3",10%,"1,5",20%,"1,6",30%,"2,4",20%,"2,3",20%
38065379317,Ana,Pérez Sánchez,21,"2,6",10%,3,20%,"2,3",30%,"0,5",20%,2,20%
03577273561,Valentina,Rodríguez García,24,"4,2",10%,"4,3",20%,"3,4",30%,"1,5",20%,"0,5",20%
22362774389,Pedro Ana,Pérez García,23,"3,9",10%,"3,9",20%,"2,8",30%,"3,7",20%,"1,7",20%
36383494565,Sofía,Rodríguez González,22,"0,5",10%,"3,9",20%,"2,3",30%,"0,4",20%,1,20%
71801405901,María,Fernández Hernández,19,"4,9",10%,4,20%,3,30%,5,20%,"3,7",20%
51559506126,Luis,López García,28,"0,8",10%,"2,8",20%,0,30%,1,20%,"1,6",20%
59590112582,Carlos,García Hernández,21,"2,9",10%,"1,9",20%,"3,9",30%,"0,4",20%,2,20%
01883351854,Sofía,Martínez López,19,"1,8",10%,"4,7",20%,"0,4",30%,"4,4",20%,2,20%
38582795749,Diego,López Pérez,18,"4,8",10%,"3,7",20%,"3,6",30%,"1,8",20%,"2,4",20%
17018096019,Luis,Hernández Pérez,28,"1,5",10%,5,20%,4,30%,"4,8",20%,"1,9",20%
18928500749,María,Martínez Gómez,23,"4,3",10%,"4,8",20%,"3,9",30%,"3,9",20%,2,20%
46289370350,Juan Pedro,Hernández Sánchez,18,"3,8",10%,"1,8",20%,"1,1",30%,"1,6",20%,"2,6",20%
92605548682,María Lucía,Hernández Hernández,19,"0,1",10%,"0,9",20%,4,30%,"4,1",20%,"2,2",20%
98482244878,Ana,Martínez Fernández,20,"0,4",10%,1,20%,"0,5",30%,"3,8",20%,"1,9",20%
53987020452,Pedro Carlos,Sánchez Fernández,18,0,10%,"0,1",20%,"4,5",30%,"4,5",20%,"2,4",20%
54360302923,Pedro Juan,Rodríguez Sánchez,24,"1,9",10%,"3,7",20%,"4,9",30%,"0,2",20%,"3,2",20%
00427697572,María,Rodríguez Martínez,25,"1,9",10%,"3,7",20%,"0,3",30%,"0,9",20%,"0,9",20%
51749046397,María,Pérez Gómez,23,"3,1",10%,"4,9",20%,"1,4",30%,"0,2",20%,"1,6",20%
14396117776,Sofía Sofía,Gómez Gómez,18,"2,6",10%,"4,5",20%,"1,7",30%,"1,8",20%,"1,2",20%
58707661943,Lucía,Martínez Sánchez,19,"4,4",10%,"4,1",20%,"2,6",30%,"3,1",20%,"3,4",20%
17461133374,Ana Valentina,García Gómez,20,"2,2",10%,"4,9",20%,"2,2",30%,"2,2",20%,"1,7",20%
88668872703,Lucía Lucía,García Rodríguez,25,"0,7",10%,"4,5",20%,"0,8",30%,"0,6",20%,"0,3",20%
39281155689,Sofía Pedro,García García,19,"2,9",10%,"1,6",20%,"0,8",30%,"1,1",20%,"0,8",20%
50262022780,Juan Carlos,González López,27,"2,6",10%,"3,9",20%,"3,6",30%,"4,5",20%,0,20%
73940555181,Lucía,Martínez González,26,"1,8",10%,"1,3",20%,"1,1",30%,"3,4",20%,"4,2",20%
85399447495,Carlos Diego,Gómez López,24,"4,1",10%,"1,5",20%,"0,2",30%,"3,6",20%,"3,5",20%
70676219012,Carlos,Rodríguez Pérez,25,5,10%,"4,2",20%,"0,6",30%,"3,4",20%,"2,9",20%
82933860948,Ana,González Sánchez,21,"2,6",10%,"4,2",20%,"0,2",30%,"3,1",20%,"1,7",20%
98921443699,Juan,López Sánchez,28,"3,6",10%,"1,7",20%,"2,8",30%,"4,2",20%,"3,8",20%
98820209087,Juan Lucía,Martínez Gómez,24,"4,5",10%,"0,8",20%,"2,5",30%,"1,3",20%,"3,5",20%
24870085814,Pedro Valentina,Sánchez Pérez,25,"2,7",10%,"3,2",20%,"4,4",30%,"0,1",20%,"0,2",20%
09194946400,Luis Ana,González Hernández,19,"0,2",10%,"2,9",20%,"0,4",30%,"2,8",20%,"4,3",20%
50449353448,María,González Gómez,25,"1,2",10%,"2,8",20%,"0,4",30%,"1,2",20%,4,20%
77352053341,Lucía,Fernández Hernández,26,"0,9",10%,"4,2",20%,"3,9",30%,"2,3",20%,"3,6",20%
91654119162,Pedro,López Fernández,24,"1,1",10%,"0,7",20%,"4,8",30%,"2,3",20%,"0,9",20%
92418706388,Pedro Pedro,Fernández García,27,"3,9",10%,"0,5",20%,"0,1",30%,"3,8",20%,4,20%
69816980628,Valentina Diego,González Hernández,20,"4,4",10%,"0,2",20%,"0,6",30%,"2,4",20%,"0,1",20%
18407388371,Luis Pedro,González Rodríguez,18,"1,1",10%,"2,8",20%,"1,7",30%,"1,5",20%,"2,3",20%
33957434838,Valentina,Hernández González,24,"4,8",10%,"2,6",20%,"1,3",30%,"3,9",20%,5,20%
10453038009,Pedro,Hernández García,21,"2,8",10%,"3,4",20%,"4,6",30%,4,20%,"4,2",20%
01006157087,Juan,Sánchez Fernández,24,"0,9",10%,"4,8",20%,"4,8",30%,0,20%,"0,1",20%
18413453470,Lucía,Rodríguez Fernández,27,5,10%,"3,5",20%,"1,2",30%,3,20%,"3,5",20%
83694224220,Luis Pedro,González Hernández,21,"0,6",10%,"0,3",20%,"1,4",30%,"0,5",20%,"0,2",20%
40694658131,Carlos,Sánchez Gómez,26,"3,8",10%,"3,2",20%,"0,8",30%,"4,4",20%,"2,8",20%
56340122665,Sofía Pedro,Martínez Gómez,23,3,10%,"2,2",20%,"3,1",30%,"0,2",20%,0,20%
26211157995,Carlos Diego,López García,28,"3,5",10%,"2,8",20%,"1,6",30%,"2,3",20%,"3,2",20%
18680741878,Diego Luis,Rodríguez Sánchez,22,"1,9",10%,"4,5",20%,"1,9",30%,"4,9",20%,"1,1",20%
99913393447,Carlos Pedro,García Gómez,26,"3,8",10%,"0,3",20%,"3,9",30%,"0,8",20%,"3,4",20%
19853982486,Valentina Pedro,Gómez López,27,"2,7",10%,1,20%,"0,9",30%,"3,6",20%,"2,3",20%
16469517533,Ana Sofía,Sánchez Martínez,25,"4,7",10%,"0,4",20%,"0,4",30%,"4,7",20%,"0,8",20%
17750631177,Pedro Lucía,Martínez Sánchez,21,"0,5",10%,1,20%,"1,6",30%,3,20%,"2,3",20%
34250007446,Diego Juan,García Hernández,18,"0,8",10%,"4,2",20%,"4,8",30%,5,20%,"2,5",20%
31292158098,Luis Diego,Martínez Gómez,26,"2,5",10%,"4,2",20%,"2,1",30%,"2,9",20%,"3,7",20%
93737138570,Carlos,Sánchez Fernández,21,"0,7",10%,"2,1",20%,2,30%,"4,3",20%,"4,9",20%
27316617698,Carlos,Pérez Sánchez,26,"1,7",10%,"0,3",20%,"2,6",30%,0,20%,"2,1",20%
35222070890,Sofía María,Gómez Sánchez,20,"4,5",10%,"1,5",20%,"0,8",30%,"1,3",20%,"3,1",20%
90452915329,María Lucía,Sánchez García,19,"1,5",10%,"4,3",20%,2,30%,"0,9",20%,"0,3",20%
13970189320,María María,García Martínez,18,"0,1",10%,"2,2",20%,1,30%,"4,7",20%,"0,2",20%
45985964729,Valentina Pedro,López Hernández,22,"4,5",10%,"2,5",20%,"1,2",30%,"3,9",20%,"4,4",20%
81253308504,Sofía,Pérez Rodríguez,23,3,10%,"0,3",20%,"1,2",30%,"2,3",20%,"0,1",20%
69368946328,María María,Hernández Rodríguez,27,"1,4",10%,"1,8",20%,"3,7",30%,"1,5",20%,"3,1",20%
23432004520,Juan,García García,22,5,10%,"3,6",20%,"1,6",30%,"3,9",20%,"3,3",20%
13873219286,Juan Ana,López Fernández,23,"2,4",10%,"2,5",20%,"3,2",30%,"0,2",20%,"1,2",20%
24021794279,Ana María,López Pérez,21,"3,3",10%,"2,3",20%,"2,3",30%,"4,1",20%,"2,7",20%
51004833142,Ana Sofía,López López,21,"2,7",10%,"4,1",20%,"3,3",30%,"0,7",20%,"1,8",20%
90305826705,Luis Juan,Martínez Fernández,20,"4,4",10%,"4,2",20%,"4,5",30%,"4,5",20%,"1,3",20%
73395954047,Carlos,González Sánchez,26,"0,7",10%,"0,8",20%,"1,4",30%,"3,6",20%,5,20%
14665393152,Sofía Pedro,Rodríguez Fernández,18,"1,6",10%,"1,6",20%,"4,6",30%,"2,9",20%,"0,5",20%
81476155771,María,Gómez Gómez,22,"3,1",10%,"4,1",20%,"1,9",30%,"3,9",20%,"0,7",20%
27731972132,Luis Juan,Fernández González,18,0,10%,"2,9",20%,"1,8",30%,"2,9",20%,"1,3",20%
56703401154,Lucía Valentina,González Pérez,20,"4,5",10%,"3,7",20%,"3,3",30%,"4,4",20%,"2,1",20%
28454417879,María,Fernández Pérez,28,"4,6",10%,"1,8",20%,4,30%,"0,6",20%,"1,7",20%
72187515807,Ana Juan,Fernández Sánchez,18,"4,2",10%,"4,7",20%,"1,1",30%,"2,5",20%,"2,4",20%
86966520097,María,Rodríguez López,22,2,10%,"4,2",20%,"0,4",30%,4,20%,"1,9",20%
56728975491,Pedro María,Sánchez Hernández,27,4,10%,"3,7",20%,"2,9",30%,1,20%,"1,1",20%
48529397613,Juan,Fernández Rodríguez,23,"3,1",10%,"4,3",20%,"4,6",30%,"0,9",20%,"0,3",20%
28004618553,Juan Luis,Rodríguez Rodríguez,25,"1,5",10%,"0,4",20%,"0,4",30%,"0,2",20%,"0,1",20%
38154251721,Valentina,Hernández Rodríguez,25,"0,2",10%,"0,1",20%,"4,7",30%,"3,1",20%,"3,8",20%
31794825287,Valentina Ana,Martínez Sánchez,23,"0,4",10%,5,20%,"4,1",30%,"3,5",20%,"1,1",20%
55781941367,Sofía Juan,López Hernández,26,"4,7",10%,"1,9",20%,"2,4",30%,"2,2",20%,"0,2",20%
86559277958,Ana,Gómez Hernández,27,"1,2",10%,"2,2",20%,"4,1",30%,"2,5",20%,"2,1",20%
68597359377,Carlos,Hernández Fernández,22,"3,6",10%,"2,4",20%,"3,6",30%,"2,8",20%,1,20%
59961619709,Diego,González Martínez,22,1,10%,"0,8",20%,"0,1",30%,"1,5",20%,"3,1",20%
55593338676,Ana,Fernández Gómez,25,"4,5",10%,"1,2",20%,"2,6",30%,"4,4",20%,"2,7",20%
50961885034,Juan Luis,Sánchez Rodríguez,25,"4,9",10%,"3,6",20%,"3,2",30%,"4,5",20%,"3,3",20%
44242880267,Ana,García García,18,"4,8",10%,"4,2",20%,"1,4",30%,"2,6",20%,"0,8",20%
37155232430,María,González Sánchez,25,"3,5",10%,"1,4",20%,"0,8",30%,1,20%,"3,9",20%
16076965200,Juan,Martínez López,28,"4,9",10%,"1,5",20%,"0,9",30%,"1,5",20%,"2,8",20%
77671853655,María,González González,20,2,10%,"2,3",20%,"2,5",30%,"1,9",20%,"3,6",20%
11187198848,Luis,Sánchez Pérez,20,2,10%,"2,8",20%,"1,4",30%,"0,3",20%,"3,3",20%
03426110575,Luis María,Gómez Rodríguez,21,"0,3",10%,"4,1",20%,"2,6",30%,"3,7",20%,"3,3",20%
34096575370,Sofía,López González,23,"0,1",10%,2,20%,"2,9",30%,"0,7",20%,"3,9",20%
02790891735,Luis,Martínez Pérez,20,"1,2",10%,"0,7",20%,4,30%,"1,2",20%,"2,6",20%
69842381538,Luis,Rodríguez López,25,"4,5",10%,"4,4",20%,3,30%,"4,4",20%,"3,4",20%
36384067227,María,Pérez González,24,"2,1",10%,"1,6",20%,"0,8",30%,"3,3",20%,"4,1",20%
39848495063,Carlos Lucía,Rodríguez Pérez,23,"1,9",10%,"2,9",20%,"2,1",30%,"2,4",20%,"0,7",20%
98348565404,Lucía Pedro,Martínez López,26,"2,9",10%,4,20%,"3,2",30%,"2,6",20%,"4,1",20%
90826818883,Sofía Luis,González Fernández,26,"2,7",10%,3,20%,"1,5",30%,"2,4",20%,"0,6",20%
77088994039,Juan,Gómez Rodríguez,28,"0,6",10%,"3,5",20%,"1,3",30%,3,20%,"4,3",20%
55857791393,Carlos Juan,Fernández Sánchez,26,"3,7",10%,"3,9",20%,"1,8",30%,"1,4",20%,"1,9",20%
35191249149,Valentina,Sánchez García,25,"1,5",10%,"3,7",20%,"3,6",30%,"3,2",20%,"2,2",20%
53147492973,Lucía Ana,González Pérez,27,"3,8",10%,"3,5",20%,"4,4",30%,"0,4",20%,"2,3",20%
72913387968,Lucía Luis,Gómez Rodríguez,26,2,10%,"0,7",20%,"3,8",30%,2,20%,"2,8",20%
36618348390,Valentina Luis,García López,20,"2,3",10%,"4,9",20%,"0,9",30%,"3,1",20%,"0,2",20%
56984138456,Juan,García López,20,"4,9",10%,"4,2",20%,3,30%,"0,3",20%,"0,8",20%
93240042671,María María,García García,26,"1,6",10%,"1,7",20%,"4,6",30%,"0,8",20%,"0,5",20%
89456657063,Diego,Pérez Hernández,23,"0,5",10%,"0,1",20%,"2,3",30%,2,20%,"4,1",20%
05150237230,Luis,González Martínez,27,"4,5",10%,"2,8",20%,"0,1",30%,"4,5",20%,"1,1",20%
65045647768,Sofía Sofía,Hernández González,18,"1,1",10%,"0,3",20%,"3,3",30%,"0,3",20%,"1,7",20%
34641442807,Juan,López García,22,1,10%,"0,8",20%,"2,7",30%,"0,5",20%,"0,2",20%
41017409314,Diego Sofía,Fernández García,20,"3,1",10%,"2,1",20%,"1,9",30%,"3,4",20%,5,20%
39944322967,Pedro,Gómez Hernández,23,"3,6",10%,"4,1",20%,"0,3",30%,"1,9",20%,"4,1",20%
92488397082,Juan,Fernández Fernández,24,"2,8",10%,"2,2",20%,"3,8",30%,"2,8",20%,"1,2",20%
50446583508,Valentina,Fernández Hernández,18,"4,8",10%,"3,4",20%,"4,6",30%,"2,5",20%,"0,5",20%
50941355496,Juan María,Martínez Martínez,19,"4,9",10%,"2,1",20%,"4,5",30%,"4,3",20%,"1,3",20%
83475061246,Pedro,García Rodríguez,24,"0,2",10%,"1,6",20%,0,30%,"1,4",20%,"4,4",20%
57405861861,Luis Juan,Fernández González,24,"2,1",10%,"3,3",20%,"4,4",30%,"3,2",20%,"1,6",20%
98477203260,Carlos Carlos,Rodríguez Sánchez,22,"3,9",10%,"0,4",20%,"3,8",30%,0,20%,"1,5",20%
50434717150,Carlos,Martínez Gómez,25,"0,5",10%,"0,6",20%,"0,8",30%,5,20%,4,20%
19149042908,Sofía María,Gómez Rodríguez,19,"3,1",10%,"0,4",20%,5,30%,"3,7",20%,"0,7",20%
31017593219,Luis Sofía,Hernández López,27,"0,2",10%,"4,3",20%,"2,9",30%,"0,9",20%,"2,5",20%
83400244498,Pedro,González Pérez,28,2,10%,"4,5",20%,"1,2",30%,"2,9",20%,"4,7",20%
83464318737,Lucía Valentina,Martínez Rodríguez,24,"4,1",10%,"0,2",20%,"3,2",30%,"1,7",20%,"1,2",20%
90385962924,Carlos Carlos,Gómez Gómez,24,"3,3",10%,"0,4",20%,"2,8",30%,"2,2",20%,"4,9",20%
58101205249,Ana,Gómez Sánchez,24,"1,2",10%,"0,8",20%,"4,7",30%,"4,9",20%,"3,9",20%
16744209053,Juan Diego,Sánchez Gómez,21,"4,7",10%,"0,3",20%,"4,4",30%,"4,4",20%,"1,8",20%
19799202371,Pedro Pedro,Hernández Sánchez,26,"1,4",10%,"2,9",20%,3,30%,"3,3",20%,"2,2",20%
45820282470,Pedro Sofía,García García,20,"2,5",10%,"4,9",20%,"1,2",30%,"3,4",20%,3,20%
42446717855,Juan,Hernández Sánchez,20,"0,4",10%,"0,5",20%,"2,7",30%,2,20%,"3,9",20%
88645306027,María Luis,García Pérez,27,"3,6",10%,"0,3",20%,"2,7",30%,"1,2",20%,"2,8",20%
96526825282,Carlos Luis,Rodríguez López,25,"1,5",10%,"2,5",20%,"0,3",30%,"2,7",20%,"1,8",20%
75771293449,Valentina,Martínez Sánchez,24,"4,3",10%,"2,1",20%,"3,3",30%,"0,3",20%,"2,5",20%
06639942096,Pedro,Sánchez López,18,"2,1",10%,"4,5",20%,"1,1",30%,"0,8",20%,"2,7",20%
26844178939,Sofía Pedro,Martínez Pérez,24,"4,7",10%,"2,9",20%,"1,6",30%,"2,7",20%,"0,7",20%
47083139918,Juan,Hernández Sánchez,23,1,10%,"2,1",20%,"0,2",30%,"3,3",20%,"1,9",20%
56808014962,Diego,López Sánchez,20,"2,5",10%,"3,9",20%,"3,2",30%,"3,7",20%,1,20%
17974056024,Valentina,López Martínez,18,"2,7",10%,"2,8",20%,0,30%,"2,1",20%,"3,3",20%
14896955338,Carlos Ana,Martínez Martínez,25,"2,9",10%,"0,1",20%,"4,2",30%,"1,2",20%,"4,1",20%
73046251961,Luis Lucía,Fernández Martínez,20,"2,9",10%,"1,6",20%,"1,4",30%,"1,7",20%,"4,3",20%
04155549554,Ana Lucía,López Rodríguez,19,"2,1",10%,"2,4",20%,"3,6",30%,"3,4",20%,"2,2",20%
63305715046,Ana Carlos,Rodríguez Hernández,20,"4,8",10%,"0,4",20%,1,30%,"3,5",20%,"1,7",20%
82242562759,Pedro,Fernández García,27,"0,5",10%,"1,4",20%,"0,4",30%,"3,4",20%,"4,7",20%
32798952798,Valentina María,González García,19,1,10%,"3,8",20%,"3,2",30%,"0,9",20%,"1,7",20%
27822943630,Luis,Fernández Sánchez,25,"3,8",10%,"1,6",20%,"0,5",30%,4,20%,4,20%
91703624578,María Diego,Fernández González,28,"2,9",10%,"2,1",20%,"2,7",30%,"2,4",20%,"3,9",20%
06662511732,Lucía Pedro,Sánchez Martínez,24,0,10%,"4,4",20%,"1,5",30%,"0,8",20%,"0,9",20%
74517737983,Valentina Pedro,Gómez Rodríguez,22,"2,4",10%,"2,2",20%,"0,9",30%,"4,5",20%,"0,1",20%
82817266911,Diego,Hernández Pérez,28,"3,8",10%,"1,1",20%,4,30%,"0,9",20%,"3,8",20%
23091378725,Carlos,González Sánchez,28,"2,8",10%,"1,7",20%,"1,9",30%,"4,5",20%,1,20%
34002709242,Juan María,Hernández Martínez,22,"4,3",10%,"2,6",20%,"1,6",30%,"4,2",20%,"2,3",20%
91209336600,Pedro Valentina,Pérez Sánchez,22,"3,2",10%,"3,4",20%,"0,9",30%,1,20%,"0,6",20%
41665208260,Valentina María,González Fernández,25,"4,1",10%,"0,6",20%,4,30%,"0,3",20%,"4,7",20%
02076395510,Luis,García Gómez,20,"4,5",10%,"2,5",20%,"1,2",30%,"0,3",20%,"0,7",20%
